date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:18:54	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:18:54%20GMT	https://the-everest.amenitiz.io/es/pagina/beach-club?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/pagina/beach-clubc2b5	(from https://the-everest.amenitiz.io/page/beach-club)
14:18:55	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:18:55%20GMT	https://the-everest.amenitiz.io/page/beach-club?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/page/beach-clubc2b5	(from https://the-everest.amenitiz.io/page/beach-club)
14:18:56	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:18:56%20GMT	https://the-everest.amenitiz.io/fr/page/beach-club?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/page/beach-clubc2b5	(from https://the-everest.amenitiz.io/page/beach-club)
14:18:57	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:18:57%20GMT	https://the-everest.amenitiz.io/es/pagina/beach-club?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/pagina/beach-clubc2b5	(from https://the-everest.amenitiz.io/page/beach-club)
14:18:58	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:18:58%20GMT	https://the-everest.amenitiz.io/page/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/page/e,location.href	(from https://the-everest.amenitiz.io/page/restaurant)
14:18:59	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:18:59%20GMT	https://the-everest.amenitiz.io/page/restaurant?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/page/restaurantc2b5	(from https://the-everest.amenitiz.io/page/restaurant)
14:19:00	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:00%20GMT	https://the-everest.amenitiz.io/fr/page/restaurant?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/page/restaurantc2b5	(from https://the-everest.amenitiz.io/page/restaurant)
14:19:01	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:01%20GMT	https://the-everest.amenitiz.io/es/pagina/restaurant?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/pagina/restaurantc2b5	(from https://the-everest.amenitiz.io/page/restaurant)
14:19:02	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:02%20GMT	https://the-everest.amenitiz.io/page/restaurant?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/page/restaurantc2b5	(from https://the-everest.amenitiz.io/page/restaurant)
14:19:03	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:03%20GMT	https://the-everest.amenitiz.io/fr/page/restaurant?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/page/restaurantc2b5	(from https://the-everest.amenitiz.io/page/restaurant)
14:19:04	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:04%20GMT	https://the-everest.amenitiz.io/es/pagina/restaurant?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/pagina/restaurantc2b5	(from https://the-everest.amenitiz.io/page/restaurant)
14:19:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Feb%202024%2013:19:05%20GMT	https://the-everest.amenitiz.io/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/e,location.href	(from https://the-everest.amenitiz.io/contact)
14:19:07	760322/760322	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Feb%202024%2013:19:06%20GMT	https://the-everest.amenitiz.io/contact?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/contactc2b5.html	(from https://the-everest.amenitiz.io/contact)
14:19:08	761073/761073	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Feb%202024%2013:19:07%20GMT	https://the-everest.amenitiz.io/fr/contact?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/contactc2b5.html	(from https://the-everest.amenitiz.io/contact)
14:19:09	760755/760755	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Feb%202024%2013:19:08%20GMT	https://the-everest.amenitiz.io/es/contactar?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/contactarc2b5.html	(from https://the-everest.amenitiz.io/contact)
14:19:09	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:09%20GMT	https://the-everest.amenitiz.io/page/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/page/e,location.href	(from https://the-everest.amenitiz.io/page/covid)
14:19:10	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:10%20GMT	https://the-everest.amenitiz.io/fr/page/covid	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/page/covid	(from https://the-everest.amenitiz.io/page/covid)
14:19:11	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:11%20GMT	https://the-everest.amenitiz.io/es/pagina/covid	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/pagina/covid	(from https://the-everest.amenitiz.io/page/covid)
14:19:13	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:13%20GMT	https://the-everest.amenitiz.io/page/covid?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/page/covidc2b5	(from https://the-everest.amenitiz.io/page/covid)
14:19:13	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:13%20GMT	https://the-everest.amenitiz.io/fr/page/covid?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/page/covidc2b5	(from https://the-everest.amenitiz.io/page/covid)
14:19:14	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:14%20GMT	https://the-everest.amenitiz.io/es/pagina/covid?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/pagina/covidc2b5	(from https://the-everest.amenitiz.io/page/covid)
14:19:16	786584/786584	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Feb%202024%2013:19:15%20GMT	https://the-everest.amenitiz.io/es/pagina/nettoyage%20des%20chambres%20en%20p%C3%A9riode%20covid%2019	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/pagina/nettoyage%20des%20chambres%20en%20p%c3%a9riode%20covid%2019-2.html	(from https://the-everest.amenitiz.io/page/covid)
14:19:16	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:16%20GMT	https://the-everest.amenitiz.io/page/covid?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/page/covidc2b5	(from https://the-everest.amenitiz.io/page/covid)
14:19:17	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:17%20GMT	https://the-everest.amenitiz.io/fr/page/covid?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/page/covidc2b5	(from https://the-everest.amenitiz.io/page/covid)
14:19:18	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:18%20GMT	https://the-everest.amenitiz.io/room/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/room/e,location.href	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:19	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:19%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-apartment	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-apartment	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:20	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:20%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-apartment	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-apartment	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:22	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:21%20GMT	https://the-everest.amenitiz.io/room/premium-apartment?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/room/premium-apartmentc2b5	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:22	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:22%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-apartment?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-apartmentc2b5	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:23	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:23%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-apartment	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-apartment	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:24	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:24%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-apartment?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-apartmentc2b5	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:25	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:25%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-apartment	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-apartment	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:26	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:26%20GMT	https://the-everest.amenitiz.io/room/premium-apartment?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/room/premium-apartmentc2b5	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:27	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:27%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-apartment?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-apartmentc2b5	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:28	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:28%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-apartment	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-apartment	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:29	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:29%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-apartment?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-apartmentc2b5	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:30	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:30%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-apartment	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-apartment	(from https://the-everest.amenitiz.io/room/premium-apartment)
14:19:31	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:31%20GMT	https://the-everest.amenitiz.io/room/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/room/e,location.href	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:32	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:32%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-rooms	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-rooms	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:33	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:33%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-rooms	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-rooms	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:34	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:34%20GMT	https://the-everest.amenitiz.io/room/premium-rooms?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/room/premium-roomsc2b5	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:35	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:35%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-rooms?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-roomsc2b5	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:36	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:36%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-rooms	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-rooms	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:37	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:37%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-rooms?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-roomsc2b5	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:38	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:38%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-rooms	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-rooms	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:39	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:39%20GMT	https://the-everest.amenitiz.io/room/premium-rooms?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/room/premium-roomsc2b5	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:40	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:40%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-rooms?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-roomsc2b5	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:41	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:41%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-rooms	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-rooms	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:42	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:42%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-rooms?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-roomsc2b5	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:43	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:43%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-rooms	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-rooms	(from https://the-everest.amenitiz.io/room/premium-rooms)
14:19:44	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:44%20GMT	https://the-everest.amenitiz.io/room/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/room/e,location.href	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:45	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:45%20GMT	https://the-everest.amenitiz.io/fr/chambre/deluxe-villa	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/deluxe-villa	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:47	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:47%20GMT	https://the-everest.amenitiz.io/es/habitacion/deluxe-villa	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/deluxe-villa	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:47	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:47%20GMT	https://the-everest.amenitiz.io/room/deluxe-villa?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/room/deluxe-villac2b5	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:48	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:48%20GMT	https://the-everest.amenitiz.io/fr/chambre/deluxe-villa?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/deluxe-villac2b5	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:49	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:49%20GMT	https://the-everest.amenitiz.io/fr/chambre/deluxe-villa	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/deluxe-villa	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:50	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:50%20GMT	https://the-everest.amenitiz.io/es/habitacion/deluxe-villa?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/deluxe-villac2b5	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:51	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:51%20GMT	https://the-everest.amenitiz.io/es/habitacion/deluxe-villa	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/deluxe-villa	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:52	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:52%20GMT	https://the-everest.amenitiz.io/room/deluxe-villa?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/room/deluxe-villac2b5	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:53	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:53%20GMT	https://the-everest.amenitiz.io/fr/chambre/deluxe-villa?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/deluxe-villac2b5	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:54	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:54%20GMT	https://the-everest.amenitiz.io/fr/chambre/deluxe-villa	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/deluxe-villa	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:55	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:55%20GMT	https://the-everest.amenitiz.io/es/habitacion/deluxe-villa?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/deluxe-villac2b5	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:56	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:19:56%20GMT	https://the-everest.amenitiz.io/es/habitacion/deluxe-villa	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/deluxe-villa	(from https://the-everest.amenitiz.io/room/deluxe-villa)
14:19:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Feb%202024%2013:19:57%20GMT	https://the-everest.amenitiz.io/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/e,location.href	(from https://the-everest.amenitiz.io/rooms.en)
14:19:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Feb%202024%2013:19:58%20GMT	https://the-everest.amenitiz.io/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/e,location.href	(from https://the-everest.amenitiz.io/en?origin_locale=en)
14:19:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Feb%202024%2013:19:59%20GMT	https://the-everest.amenitiz.io/'https://res.cloudinary.com/amenitiz/image/upload/e_blur:500,o_50,c_scale,q_auto:low,w_200/v1656419144/tjxmf9nujudmxkrfaaao.jpg'	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/'https_/res.cloudinary.com/amenitiz/image/upload/e_blur_500,o_50,c_scale,q_auto_low,w_200/v1656419144/tjxmf9nujudmxkrfaaao.jpg'	(from https://the-everest.amenitiz.io/en?origin_locale=en)
14:20:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Feb%202024%2013:20:00%20GMT	https://the-everest.amenitiz.io/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/e,location.href	(from https://the-everest.amenitiz.io/fr?origin_locale=en)
14:20:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Feb%202024%2013:20:01%20GMT	https://the-everest.amenitiz.io/'https://res.cloudinary.com/amenitiz/image/upload/e_blur:500,o_50,c_scale,q_auto:low,w_200/v1656419144/tjxmf9nujudmxkrfaaao.jpg'	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/'https_/res.cloudinary.com/amenitiz/image/upload/e_blur_500,o_50,c_scale,q_auto_low,w_200/v1656419144/tjxmf9nujudmxkrfaaao.jpg'	(from https://the-everest.amenitiz.io/fr?origin_locale=en)
14:20:02	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:20:02%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-apartment	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-apartment	(from https://the-everest.amenitiz.io/fr?origin_locale=en)
14:20:03	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:20:03%20GMT	https://the-everest.amenitiz.io/fr/chambre/premium-rooms	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/premium-rooms	(from https://the-everest.amenitiz.io/fr?origin_locale=en)
14:20:04	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:20:04%20GMT	https://the-everest.amenitiz.io/fr/chambre/deluxe-villa	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/chambre/deluxe-villa	(from https://the-everest.amenitiz.io/fr?origin_locale=en)
14:20:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Feb%202024%2013:20:05%20GMT	https://the-everest.amenitiz.io/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/e,location.href	(from https://the-everest.amenitiz.io/es?origin_locale=en)
14:20:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Feb%202024%2013:20:06%20GMT	https://the-everest.amenitiz.io/'https://res.cloudinary.com/amenitiz/image/upload/e_blur:500,o_50,c_scale,q_auto:low,w_200/v1656419144/tjxmf9nujudmxkrfaaao.jpg'	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/'https_/res.cloudinary.com/amenitiz/image/upload/e_blur_500,o_50,c_scale,q_auto_low,w_200/v1656419144/tjxmf9nujudmxkrfaaao.jpg'	(from https://the-everest.amenitiz.io/es?origin_locale=en)
14:20:07	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:20:07%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-apartment	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-apartment	(from https://the-everest.amenitiz.io/es?origin_locale=en)
14:20:08	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:20:08%20GMT	https://the-everest.amenitiz.io/es/habitacion/premium-rooms	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/premium-rooms	(from https://the-everest.amenitiz.io/es?origin_locale=en)
14:20:09	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2008%20Feb%202024%2013:20:09%20GMT	https://the-everest.amenitiz.io/es/habitacion/deluxe-villa	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/habitacion/deluxe-villa	(from https://the-everest.amenitiz.io/es?origin_locale=en)
14:20:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Feb%202024%2013:20:10%20GMT	https://the-everest.amenitiz.io/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/e,location.href	(from https://the-everest.amenitiz.io/legal-notices)
14:20:12	757043/757043	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Feb%202024%2013:20:11%20GMT	https://the-everest.amenitiz.io/legal-notices?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/legal-noticesc2b5.html	(from https://the-everest.amenitiz.io/legal-notices)
14:20:13	763414/763414	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Feb%202024%2013:20:12%20GMT	https://the-everest.amenitiz.io/fr/mentions-legales?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/mentions-legalesc2b5.html	(from https://the-everest.amenitiz.io/legal-notices)
14:20:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Feb%202024%2013:20:14%20GMT	https://the-everest.amenitiz.io/fr/booking/e,location.href	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/booking/e,location.href	(from https://the-everest.amenitiz.io/fr/booking/room)
14:20:15	760126/760126	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Feb%202024%2013:20:13%20GMT	https://the-everest.amenitiz.io/es/menciones-legales?origin_locale=en	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/es/menciones-legalesc2b5.html	(from https://the-everest.amenitiz.io/legal-notices)
14:20:16	1116393/1116393	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Feb%202024%2013:20:15%20GMT	https://the-everest.amenitiz.io/en/booking/room?origin_locale=fr	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/en/booking/room6ddd.html	(from https://the-everest.amenitiz.io/fr/booking/room)
14:20:17	1117246/1117246	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Feb%202024%2013:20:16%20GMT	https://the-everest.amenitiz.io/fr/booking/room?origin_locale=fr	/Users/fcerdan/websites/Amenitiz/the-everest.amenitiz.io/fr/booking/room6ddd.html	(from https://the-everest.amenitiz.io/fr/booking/room)
